Ranges: [0.000040-0.000065, 0.000065-0.000105, 0.000105-0.000169, 0.000169-0.000274, 0.000274-0.000443, 0.000443-0.000718, 0.000718-0.001161, 0.001161-0.001879, 0.001879-0.003040, 0.003040-0.004918, 0.004918-0.007958, 0.007958-0.012876, 0.012876-0.020833, 0.020833-0.033709, 0.033709-0.054543, 0.054543-0.088252, 0.088252-0.142794, 0.142794-0.231046, 0.231046-0.373840, 0.373840-0.604886, 0.604886-0.978727, 0.978727-0.999960]
Range_scores: [0.993286, 0.996158, 0.996158, 1.268352, 1.611817, 1.264695, 1.267132, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.995199, 0.998077, 0.997117, 0.994242, 0.997117, 0.996158, 0.998077, 0.994242, 0.993286]
Miss_counts: [3500, 2000, 2000, 1500, 2000, 3000, 2000, 2000, 3000, 500, 2500, 2500, 2500, 2500, 1000, 1500, 3000, 1500, 2000, 1000, 3000, 3500]
Range_probabilities: [0.039137, 0.039250, 0.039250, 0.049975, 0.063508, 0.049831, 0.049927, 0.063508, 0.049831, 0.050071, 0.063447, 0.049879, 0.039212, 0.039212, 0.039326, 0.039288, 0.039175, 0.039288, 0.039250, 0.039326, 0.039175, 0.039137]
Range_scores: [0.993286, 0.996158, 0.995199, 1.268352, 1.611817, 1.264695, 1.267132, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.995199, 0.998077, 0.997117, 0.994242, 0.997117, 0.996158, 0.998077, 0.994242, 0.993286]
Miss_counts: [3500, 2000, 2500, 1500, 2000, 3000, 2000, 2000, 3000, 500, 2500, 2500, 2500, 2500, 1000, 1500, 3000, 1500, 2000, 1000, 3000, 3500]
Range_probabilities: [0.039138, 0.039252, 0.039214, 0.049977, 0.063510, 0.049833, 0.049929, 0.063510, 0.049833, 0.050073, 0.063449, 0.049881, 0.039214, 0.039214, 0.039327, 0.039289, 0.039176, 0.039289, 0.039252, 0.039327, 0.039176, 0.039138]
Range_scores: [0.993286, 0.996158, 0.995199, 1.268352, 1.611817, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.995199, 0.998077, 0.997117, 0.994242, 0.997117, 0.996158, 0.998077, 0.994242, 0.993286]
Miss_counts: [3500, 2000, 2500, 1500, 2000, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 2500, 1000, 1500, 3000, 1500, 2000, 1000, 3000, 3500]
Range_probabilities: [0.039140, 0.039253, 0.039216, 0.049979, 0.063513, 0.049835, 0.049883, 0.063513, 0.049835, 0.050075, 0.063452, 0.049883, 0.039216, 0.039216, 0.039329, 0.039291, 0.039178, 0.039291, 0.039253, 0.039329, 0.039178, 0.039140]
Range_scores: [0.993286, 0.996158, 0.995199, 1.268352, 1.611817, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.994721, 0.998077, 0.997117, 0.994242, 0.997117, 0.996158, 0.998077, 0.994242, 0.993286]
Miss_counts: [3500, 2000, 2500, 1500, 2000, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 3000, 1000, 1500, 3000, 1500, 2000, 1000, 3000, 3500]
Range_probabilities: [0.039141, 0.039254, 0.039216, 0.049980, 0.063515, 0.049836, 0.049884, 0.063515, 0.049836, 0.050076, 0.063453, 0.049884, 0.039216, 0.039198, 0.039330, 0.039292, 0.039179, 0.039292, 0.039254, 0.039330, 0.039179, 0.039141]
Range_scores: [0.993286, 0.996158, 0.995199, 1.267132, 1.611817, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.994721, 0.998077, 0.997117, 0.994242, 0.997117, 0.996158, 0.998077, 0.994242, 0.993286]
Miss_counts: [3500, 2000, 2500, 2000, 2000, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 3000, 1000, 1500, 3000, 1500, 2000, 1000, 3000, 3500]
Range_probabilities: [0.039143, 0.039256, 0.039218, 0.049934, 0.063518, 0.049838, 0.049886, 0.063518, 0.049838, 0.050079, 0.063456, 0.049886, 0.039218, 0.039199, 0.039332, 0.039294, 0.039181, 0.039294, 0.039256, 0.039332, 0.039181, 0.039143]
Range_scores: [0.993286, 0.996158, 0.995199, 1.267132, 1.610267, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.994721, 0.998077, 0.997117, 0.994242, 0.997117, 0.996158, 0.998077, 0.994242, 0.993286]
Miss_counts: [3500, 2000, 2500, 2000, 2500, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 3000, 1000, 1500, 3000, 1500, 2000, 1000, 3000, 3500]
Range_probabilities: [0.039145, 0.039258, 0.039221, 0.049937, 0.063460, 0.049841, 0.049889, 0.063521, 0.049841, 0.050082, 0.063460, 0.049889, 0.039221, 0.039202, 0.039334, 0.039296, 0.039183, 0.039296, 0.039258, 0.039334, 0.039183, 0.039145]
Range_scores: [0.993286, 0.996158, 0.995199, 1.267132, 1.610267, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.996158, 0.998077, 0.994242, 0.993286]
Miss_counts: [3500, 2000, 2500, 2000, 2500, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2000, 1000, 3000, 3500]
Range_probabilities: [0.039147, 0.039260, 0.039222, 0.049939, 0.063463, 0.049843, 0.049891, 0.063524, 0.049843, 0.050084, 0.063463, 0.049891, 0.039222, 0.039166, 0.039336, 0.039298, 0.039184, 0.039298, 0.039260, 0.039336, 0.039184, 0.039147]
Range_scores: [0.993286, 0.996158, 0.995199, 1.265913, 1.610267, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.996158, 0.998077, 0.994242, 0.993286]
Miss_counts: [3500, 2000, 2500, 2500, 2500, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2000, 1000, 3000, 3500]
Range_probabilities: [0.039149, 0.039262, 0.039224, 0.049894, 0.063466, 0.049846, 0.049894, 0.063527, 0.049846, 0.050086, 0.063466, 0.049894, 0.039224, 0.039167, 0.039337, 0.039300, 0.039186, 0.039300, 0.039262, 0.039337, 0.039186, 0.039149]
Range_scores: [0.993286, 0.996158, 0.995199, 1.265913, 1.610267, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.998077, 0.994242, 0.993286]
Miss_counts: [3500, 2000, 2500, 2500, 2500, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1000, 3000, 3500]
Range_probabilities: [0.039150, 0.039263, 0.039225, 0.049896, 0.063468, 0.049848, 0.049896, 0.063529, 0.049848, 0.050088, 0.063468, 0.049896, 0.039225, 0.039169, 0.039339, 0.039301, 0.039188, 0.039301, 0.039225, 0.039339, 0.039188, 0.039150]
Range_scores: [0.993286, 0.996158, 0.995199, 1.265913, 1.610267, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.998077, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 2500, 2500, 2500, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1000, 3000, 4000]
Range_probabilities: [0.039152, 0.039265, 0.039227, 0.049897, 0.063471, 0.049849, 0.049897, 0.063532, 0.049849, 0.050090, 0.063471, 0.049897, 0.039227, 0.039170, 0.039340, 0.039303, 0.039189, 0.039303, 0.039227, 0.039340, 0.039189, 0.039114]
Range_scores: [0.993286, 0.996158, 0.995199, 1.264695, 1.610267, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.998077, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 2500, 3000, 2500, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1000, 3000, 4000]
Range_probabilities: [0.039153, 0.039267, 0.039229, 0.049852, 0.063474, 0.049852, 0.049900, 0.063535, 0.049852, 0.050092, 0.063474, 0.049900, 0.039229, 0.039172, 0.039342, 0.039304, 0.039191, 0.039304, 0.039229, 0.039342, 0.039191, 0.039116]
Range_scores: [0.993286, 0.996158, 0.994242, 1.264695, 1.610267, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.998077, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3000, 3000, 2500, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1000, 3000, 4000]
Range_probabilities: [0.039155, 0.039268, 0.039193, 0.049854, 0.063476, 0.049854, 0.049902, 0.063537, 0.049854, 0.050094, 0.063476, 0.049902, 0.039230, 0.039174, 0.039344, 0.039306, 0.039193, 0.039306, 0.039230, 0.039344, 0.039193, 0.039117]
Range_scores: [0.993286, 0.996158, 0.994242, 1.264695, 1.608718, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.998077, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3000, 3000, 3000, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1000, 3000, 4000]
Range_probabilities: [0.039157, 0.039271, 0.039195, 0.049857, 0.063419, 0.049857, 0.049905, 0.063541, 0.049857, 0.050097, 0.063480, 0.049905, 0.039233, 0.039176, 0.039346, 0.039308, 0.039195, 0.039308, 0.039233, 0.039346, 0.039195, 0.039120]
Range_scores: [0.993286, 0.996158, 0.994242, 1.263479, 1.608718, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.998077, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3000, 3500, 3000, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1000, 3000, 4000]
Range_probabilities: [0.039159, 0.039272, 0.039197, 0.049811, 0.063422, 0.049859, 0.049907, 0.063544, 0.049859, 0.050100, 0.063483, 0.049907, 0.039235, 0.039178, 0.039348, 0.039310, 0.039197, 0.039310, 0.039235, 0.039348, 0.039197, 0.039121]
Range_scores: [0.993286, 0.996158, 0.994242, 1.263479, 1.608718, 1.264695, 1.265913, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.997117, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3000, 3500, 3000, 3000, 2500, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1500, 3000, 4000]
Range_probabilities: [0.039161, 0.039274, 0.039198, 0.049813, 0.063424, 0.049861, 0.049909, 0.063546, 0.049861, 0.050102, 0.063485, 0.049909, 0.039236, 0.039179, 0.039350, 0.039312, 0.039198, 0.039312, 0.039236, 0.039312, 0.039198, 0.039123]
Range_scores: [0.993286, 0.996158, 0.994242, 1.263479, 1.608718, 1.264695, 1.264695, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.997117, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3000, 3500, 3000, 3000, 3000, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1500, 3000, 4000]
Range_probabilities: [0.039163, 0.039276, 0.039200, 0.049816, 0.063427, 0.049863, 0.049863, 0.063550, 0.049863, 0.050104, 0.063488, 0.049911, 0.039238, 0.039181, 0.039351, 0.039314, 0.039200, 0.039314, 0.039238, 0.039314, 0.039200, 0.039125]
Range_scores: [0.993286, 0.996158, 0.993286, 1.263479, 1.608718, 1.264695, 1.264695, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.997117, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3500, 3500, 3000, 3000, 3000, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1500, 3000, 4000]
Range_probabilities: [0.039164, 0.039277, 0.039164, 0.049817, 0.063430, 0.049865, 0.049865, 0.063552, 0.049865, 0.050106, 0.063491, 0.049913, 0.039239, 0.039183, 0.039353, 0.039315, 0.039202, 0.039315, 0.039239, 0.039315, 0.039202, 0.039126]
Range_scores: [0.993286, 0.996158, 0.993286, 1.263479, 1.607170, 1.264695, 1.264695, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.997117, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3500, 3500, 3500, 3000, 3000, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1500, 3000, 4000]
Range_probabilities: [0.039166, 0.039280, 0.039166, 0.049820, 0.063373, 0.049868, 0.049868, 0.063556, 0.049868, 0.050109, 0.063495, 0.049916, 0.039242, 0.039185, 0.039355, 0.039317, 0.039204, 0.039317, 0.039242, 0.039317, 0.039204, 0.039129]
Range_scores: [0.993286, 0.996158, 0.993286, 1.263479, 1.605624, 1.264695, 1.264695, 1.611817, 1.264695, 1.270796, 1.610267, 1.265913, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.997117, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3500, 3500, 4000, 3000, 3000, 2000, 3000, 500, 2500, 2500, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1500, 3000, 4000]
Range_probabilities: [0.039169, 0.039282, 0.039169, 0.049823, 0.063315, 0.049871, 0.049871, 0.063560, 0.049871, 0.050112, 0.063499, 0.049919, 0.039244, 0.039188, 0.039358, 0.039320, 0.039206, 0.039320, 0.039244, 0.039320, 0.039206, 0.039131]
Range_scores: [0.993286, 0.996158, 0.993286, 1.263479, 1.605624, 1.264695, 1.264695, 1.611817, 1.264695, 1.270796, 1.610267, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.997117, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3500, 3500, 4000, 3000, 3000, 2000, 3000, 500, 2500, 3000, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1500, 3000, 4000]
Range_probabilities: [0.039171, 0.039284, 0.039171, 0.049826, 0.063318, 0.049874, 0.049874, 0.063563, 0.049874, 0.050114, 0.063502, 0.049874, 0.039246, 0.039190, 0.039360, 0.039322, 0.039208, 0.039322, 0.039246, 0.039322, 0.039208, 0.039133]
Range_scores: [0.993286, 0.996158, 0.993286, 1.263479, 1.605624, 1.264695, 1.264695, 1.611817, 1.264695, 1.270796, 1.608718, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.997117, 0.995199, 0.997117, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3500, 3500, 4000, 3000, 3000, 2000, 3000, 500, 3000, 3000, 2500, 3500, 1000, 1500, 3000, 1500, 2500, 1500, 3000, 4000]
Range_probabilities: [0.039173, 0.039286, 0.039173, 0.049829, 0.063322, 0.049877, 0.049877, 0.063567, 0.049877, 0.050117, 0.063444, 0.049877, 0.039249, 0.039192, 0.039362, 0.039324, 0.039211, 0.039324, 0.039249, 0.039324, 0.039211, 0.039135]
Range_scores: [0.993286, 0.996158, 0.993286, 1.263479, 1.605624, 1.264695, 1.264695, 1.611817, 1.264695, 1.270796, 1.608718, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.995199, 0.997117, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3500, 3500, 4000, 3000, 3000, 2000, 3000, 500, 3000, 3000, 2500, 3500, 1000, 1500, 3000, 2000, 2500, 1500, 3000, 4000]
Range_probabilities: [0.039175, 0.039288, 0.039175, 0.049831, 0.063325, 0.049879, 0.049879, 0.063569, 0.049879, 0.050119, 0.063447, 0.049879, 0.039250, 0.039193, 0.039364, 0.039326, 0.039212, 0.039288, 0.039250, 0.039326, 0.039212, 0.039137]
Range_scores: [0.993286, 0.996158, 0.993286, 1.263479, 1.605624, 1.264695, 1.264695, 1.611817, 1.264695, 1.270796, 1.608718, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.995199, 0.996158, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3500, 3500, 4000, 3000, 3000, 2000, 3000, 500, 3000, 3000, 2500, 3500, 1000, 1500, 3000, 2000, 2500, 2000, 3000, 4000]
Range_probabilities: [0.039176, 0.039289, 0.039176, 0.049833, 0.063327, 0.049881, 0.049881, 0.063571, 0.049881, 0.050121, 0.063449, 0.049881, 0.039252, 0.039195, 0.039365, 0.039327, 0.039214, 0.039289, 0.039252, 0.039289, 0.039214, 0.039138]
Range_scores: [0.993286, 0.996158, 0.993286, 1.262263, 1.605624, 1.264695, 1.264695, 1.611817, 1.264695, 1.270796, 1.608718, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.995199, 0.996158, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3500, 4000, 4000, 3000, 3000, 2000, 3000, 500, 3000, 3000, 2500, 3500, 1000, 1500, 3000, 2000, 2500, 2000, 3000, 4000]
Range_probabilities: [0.039178, 0.039291, 0.039178, 0.049787, 0.063330, 0.049883, 0.049883, 0.063574, 0.049883, 0.050124, 0.063452, 0.049883, 0.039253, 0.039197, 0.039367, 0.039329, 0.039216, 0.039291, 0.039253, 0.039291, 0.039216, 0.039140]
Range_scores: [0.993286, 0.996158, 0.993286, 1.262263, 1.605624, 1.264695, 1.264695, 1.611817, 1.264695, 1.270796, 1.608718, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.994242, 0.992330]
Miss_counts: [3500, 2000, 3500, 4000, 4000, 3000, 3000, 2000, 3000, 500, 3000, 3000, 2500, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3000, 4000]
Range_probabilities: [0.039179, 0.039293, 0.039179, 0.049789, 0.063333, 0.049885, 0.049885, 0.063577, 0.049885, 0.050126, 0.063455, 0.049885, 0.039255, 0.039198, 0.039368, 0.039330, 0.039217, 0.039293, 0.039217, 0.039293, 0.039217, 0.039142]
Range_scores: [0.993286, 0.995199, 0.993286, 1.262263, 1.605624, 1.264695, 1.264695, 1.611817, 1.264695, 1.270796, 1.608718, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.994242, 0.992330]
Miss_counts: [3500, 2500, 3500, 4000, 4000, 3000, 3000, 2000, 3000, 500, 3000, 3000, 2500, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3000, 4000]
Range_probabilities: [0.039181, 0.039256, 0.039181, 0.049791, 0.063335, 0.049887, 0.049887, 0.063579, 0.049887, 0.050127, 0.063457, 0.049887, 0.039256, 0.039200, 0.039370, 0.039332, 0.039219, 0.039294, 0.039219, 0.039294, 0.039219, 0.039143]
Range_scores: [0.993286, 0.995199, 0.993286, 1.262263, 1.605624, 1.264695, 1.264695, 1.611817, 1.264695, 1.270796, 1.607170, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.994242, 0.992330]
Miss_counts: [3500, 2500, 3500, 4000, 4000, 3000, 3000, 2000, 3000, 500, 3500, 3000, 2500, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3000, 4000]
Range_probabilities: [0.039183, 0.039259, 0.039183, 0.049794, 0.063339, 0.049890, 0.049890, 0.063583, 0.049890, 0.050131, 0.063400, 0.049890, 0.039259, 0.039202, 0.039372, 0.039334, 0.039221, 0.039297, 0.039221, 0.039297, 0.039221, 0.039146]
Range_scores: [0.993286, 0.995199, 0.993286, 1.262263, 1.605624, 1.264695, 1.264695, 1.611042, 1.264695, 1.270796, 1.607170, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.994242, 0.992330]
Miss_counts: [3500, 2500, 3500, 4000, 4000, 3000, 3000, 2500, 3000, 500, 3500, 3000, 2500, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3000, 4000]
Range_probabilities: [0.039184, 0.039260, 0.039184, 0.049795, 0.063341, 0.049891, 0.049891, 0.063555, 0.049891, 0.050132, 0.063402, 0.049891, 0.039260, 0.039203, 0.039373, 0.039336, 0.039222, 0.039298, 0.039222, 0.039298, 0.039222, 0.039147]
Range_scores: [0.993286, 0.995199, 0.993286, 1.262263, 1.605624, 1.264695, 1.264695, 1.611042, 1.264695, 1.270796, 1.607170, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.993286, 0.992330]
Miss_counts: [3500, 2500, 3500, 4000, 4000, 3000, 3000, 2500, 3000, 500, 3500, 3000, 2500, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3500, 4000]
Range_probabilities: [0.039186, 0.039261, 0.039186, 0.049797, 0.063343, 0.049893, 0.049893, 0.063557, 0.049893, 0.050134, 0.063404, 0.049893, 0.039261, 0.039205, 0.039375, 0.039337, 0.039224, 0.039299, 0.039224, 0.039299, 0.039186, 0.039148]
Range_scores: [0.993286, 0.995199, 0.993286, 1.261049, 1.605624, 1.264695, 1.264695, 1.611042, 1.264695, 1.270796, 1.607170, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.993286, 0.992330]
Miss_counts: [3500, 2500, 3500, 4500, 4000, 3000, 3000, 2500, 3000, 500, 3500, 3000, 2500, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3500, 4000]
Range_probabilities: [0.039188, 0.039263, 0.039188, 0.049752, 0.063346, 0.049896, 0.049896, 0.063560, 0.049896, 0.050136, 0.063407, 0.049896, 0.039263, 0.039207, 0.039377, 0.039339, 0.039226, 0.039301, 0.039226, 0.039301, 0.039188, 0.039150]
Range_scores: [0.993286, 0.995199, 0.993286, 1.261049, 1.605624, 1.264695, 1.264695, 1.611042, 1.263479, 1.270796, 1.607170, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.993286, 0.992330]
Miss_counts: [3500, 2500, 3500, 4500, 4000, 3000, 3000, 2500, 3500, 500, 3500, 3000, 2500, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3500, 4000]
Range_probabilities: [0.039190, 0.039265, 0.039190, 0.049754, 0.063349, 0.049898, 0.049898, 0.063563, 0.049850, 0.050139, 0.063410, 0.049898, 0.039265, 0.039209, 0.039379, 0.039341, 0.039227, 0.039303, 0.039227, 0.039303, 0.039190, 0.039152]
Range_scores: [0.993286, 0.995199, 0.993286, 1.261049, 1.604079, 1.264695, 1.264695, 1.611042, 1.263479, 1.270796, 1.607170, 1.264695, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.993286, 0.992330]
Miss_counts: [3500, 2500, 3500, 4500, 4500, 3000, 3000, 2500, 3500, 500, 3500, 3000, 2500, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3500, 4000]
Range_probabilities: [0.039192, 0.039268, 0.039192, 0.049757, 0.063292, 0.049901, 0.049901, 0.063567, 0.049853, 0.050142, 0.063414, 0.049901, 0.039268, 0.039211, 0.039381, 0.039343, 0.039230, 0.039305, 0.039230, 0.039305, 0.039192, 0.039154]
Range_scores: [0.993286, 0.995199, 0.993286, 1.261049, 1.604079, 1.264695, 1.264695, 1.611042, 1.263479, 1.270796, 1.607170, 1.264087, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.993286, 0.992330]
Miss_counts: [3500, 2500, 3500, 4500, 4500, 3000, 3000, 2500, 3500, 500, 3500, 3500, 2500, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3500, 4000]
Range_probabilities: [0.039193, 0.039269, 0.039193, 0.049758, 0.063294, 0.049902, 0.049902, 0.063568, 0.049854, 0.050143, 0.063416, 0.049878, 0.039269, 0.039212, 0.039382, 0.039344, 0.039231, 0.039306, 0.039231, 0.039306, 0.039193, 0.039155]
Range_scores: [0.993286, 0.995199, 0.993286, 1.261049, 1.604079, 1.264695, 1.264695, 1.611042, 1.263479, 1.270796, 1.607170, 1.262871, 0.995199, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.993286, 0.992330]
Miss_counts: [3500, 2500, 3500, 4500, 4500, 3000, 3000, 2500, 3500, 500, 3500, 4000, 2500, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3500, 4000]
Range_probabilities: [0.039195, 0.039270, 0.039195, 0.049761, 0.063297, 0.049905, 0.049905, 0.063571, 0.049857, 0.050145, 0.063419, 0.049833, 0.039270, 0.039214, 0.039384, 0.039346, 0.039233, 0.039308, 0.039233, 0.039308, 0.039195, 0.039157]
Range_scores: [0.993286, 0.995199, 0.993286, 1.261049, 1.604079, 1.264695, 1.264695, 1.611042, 1.263479, 1.270796, 1.607170, 1.262871, 0.994242, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.993286, 0.992330]
Miss_counts: [3500, 2500, 3500, 4500, 4500, 3000, 3000, 2500, 3500, 500, 3500, 4000, 3000, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3500, 4000]
Range_probabilities: [0.039196, 0.039272, 0.039196, 0.049763, 0.063299, 0.049907, 0.049907, 0.063574, 0.049859, 0.050147, 0.063421, 0.049835, 0.039234, 0.039215, 0.039385, 0.039348, 0.039234, 0.039310, 0.039234, 0.039310, 0.039196, 0.039159]
Range_scores: [0.993286, 0.995199, 0.993286, 1.261049, 1.604079, 1.264695, 1.264695, 1.609492, 1.263479, 1.270796, 1.607170, 1.262871, 0.994242, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.993286, 0.992330]
Miss_counts: [3500, 2500, 3500, 4500, 4500, 3000, 3000, 3000, 3500, 500, 3500, 4000, 3000, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3500, 4000]
Range_probabilities: [0.039199, 0.039274, 0.039199, 0.049766, 0.063303, 0.049910, 0.049910, 0.063517, 0.049862, 0.050150, 0.063425, 0.049838, 0.039237, 0.039218, 0.039388, 0.039350, 0.039237, 0.039312, 0.039237, 0.039312, 0.039199, 0.039161]
Range_scores: [0.993286, 0.995199, 0.993286, 1.261049, 1.604079, 1.264695, 1.263479, 1.609492, 1.263479, 1.270796, 1.607170, 1.262871, 0.994242, 0.993764, 0.998077, 0.997117, 0.994242, 0.996158, 0.994242, 0.996158, 0.993286, 0.992330]
Miss_counts: [3500, 2500, 3500, 4500, 4500, 3000, 3500, 3000, 3500, 500, 3500, 4000, 3000, 3500, 1000, 1500, 3000, 2000, 3000, 2000, 3500, 4000]
