Ranges: [0.000040-0.000065, 0.000065-0.000105, 0.000105-0.000169, 0.000169-0.000274, 0.000274-0.000443, 0.000443-0.000718, 0.000718-0.001161, 0.001161-0.001879, 0.001879-0.003040, 0.003040-0.004918, 0.004918-0.007958, 0.007958-0.012876, 0.012876-0.020833, 0.020833-0.033709, 0.033709-0.054543, 0.054543-0.088252, 0.088252-0.142794, 0.142794-0.231046, 0.231046-0.373840, 0.373840-0.604886, 0.604886-0.978727, 0.978727-0.999960]
Range_probabilities: [0.039222, 0.039185, 0.039260, 0.049892, 0.063524, 0.049892, 0.049940, 0.063463, 0.049844, 0.049940, 0.063524, 0.049940, 0.039222, 0.039185, 0.039260, 0.039260, 0.039260, 0.039222, 0.039260, 0.039260, 0.039222, 0.039222]
Range_scores: [0.999038, 0.998077, 0.999038, 1.270796, 1.618034, 1.270796, 1.272020, 1.616478, 1.269574, 1.272020, 1.618034, 1.272020, 0.999038, 0.998077, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 1.000000, 0.999038, 0.999038]
Miss_counts: [500, 1000, 500, 500, 0, 500, 0, 500, 1000, 0, 0, 0, 500, 1000, 0, 0, 0, 500, 0, 0, 500, 500]
Range_probabilities: [0.039224, 0.039186, 0.039224, 0.049894, 0.063527, 0.049894, 0.049942, 0.063466, 0.049846, 0.049942, 0.063527, 0.049942, 0.039224, 0.039186, 0.039262, 0.039262, 0.039262, 0.039224, 0.039262, 0.039262, 0.039224, 0.039224]
Range_scores: [0.999038, 0.998077, 0.999038, 1.270796, 1.618034, 1.270796, 1.270796, 1.616478, 1.269574, 1.272020, 1.618034, 1.272020, 0.999038, 0.998077, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 1.000000, 0.999038, 0.999038]
Miss_counts: [500, 1000, 500, 500, 0, 500, 500, 500, 1000, 0, 0, 0, 500, 1000, 0, 0, 0, 500, 0, 0, 500, 500]
Range_probabilities: [0.039226, 0.039188, 0.039226, 0.049896, 0.063530, 0.049896, 0.049896, 0.063469, 0.049848, 0.049944, 0.063530, 0.049944, 0.039226, 0.039188, 0.039264, 0.039264, 0.039264, 0.039226, 0.039264, 0.039264, 0.039226, 0.039226]
Range_scores: [0.999038, 0.998077, 0.999038, 1.270796, 1.618034, 1.270796, 1.270796, 1.616478, 1.268352, 1.272020, 1.618034, 1.272020, 0.999038, 0.998077, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 1.000000, 0.999038, 0.999038]
Miss_counts: [500, 1000, 500, 500, 0, 500, 500, 500, 1500, 0, 0, 0, 500, 1000, 0, 0, 0, 500, 0, 0, 500, 500]
Range_probabilities: [0.039228, 0.039190, 0.039228, 0.049898, 0.063533, 0.049898, 0.049898, 0.063472, 0.049802, 0.049946, 0.063533, 0.049946, 0.039228, 0.039190, 0.039265, 0.039265, 0.039265, 0.039228, 0.039265, 0.039265, 0.039228, 0.039228]
Range_scores: [0.999038, 0.998077, 0.999038, 1.270796, 1.618034, 1.270796, 1.270796, 1.616478, 1.268352, 1.272020, 1.618034, 1.270796, 0.999038, 0.998077, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 1.000000, 0.999038, 0.999038]
Miss_counts: [500, 1000, 500, 500, 0, 500, 500, 500, 1500, 0, 0, 500, 500, 1000, 0, 0, 0, 500, 0, 0, 500, 500]
Range_probabilities: [0.039230, 0.039192, 0.039230, 0.049901, 0.063536, 0.049901, 0.049901, 0.063475, 0.049805, 0.049949, 0.063536, 0.049901, 0.039230, 0.039192, 0.039267, 0.039267, 0.039267, 0.039230, 0.039267, 0.039267, 0.039230, 0.039230]
Range_scores: [0.999038, 0.998077, 0.999038, 1.270796, 1.618034, 1.270796, 1.270796, 1.616478, 1.268352, 1.272020, 1.618034, 1.270796, 0.999038, 0.997117, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 1.000000, 0.999038, 0.999038]
Miss_counts: [500, 1000, 500, 500, 0, 500, 500, 500, 1500, 0, 0, 500, 500, 1500, 0, 0, 0, 500, 0, 0, 500, 500]
Range_probabilities: [0.039231, 0.039193, 0.039231, 0.049903, 0.063538, 0.049903, 0.049903, 0.063477, 0.049807, 0.049951, 0.063538, 0.049903, 0.039231, 0.039156, 0.039269, 0.039269, 0.039269, 0.039231, 0.039269, 0.039269, 0.039231, 0.039231]
Range_scores: [0.999038, 0.998077, 0.999038, 1.270796, 1.618034, 1.270796, 1.270796, 1.616478, 1.268352, 1.272020, 1.618034, 1.270796, 0.999038, 0.997117, 1.000000, 1.000000, 0.999038, 0.999038, 1.000000, 1.000000, 0.999038, 0.999038]
