Ranges: [0.000049-0.000079, 0.000079-0.000128, 0.000128-0.000207, 0.000207-0.000334, 0.000334-0.000541, 0.000541-0.000875, 0.000875-0.001416, 0.001416-0.002291, 0.002291-0.003707, 0.003707-0.005998, 0.005998-0.009706, 0.009706-0.015704, 0.015704-0.025410, 0.025410-0.041114, 0.041114-0.066524, 0.066524-0.107638, 0.107638-0.174161, 0.174161-0.281799, 0.281799-0.455960, 0.455960-0.737758, 0.737758-0.999951]
Range_scores: [1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619, 0.047619]
Range_scores: [1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.272020, 1.618034, 1.272020, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.045122, 0.045122, 0.045122, 0.045122, 0.045122, 0.045122, 0.045122, 0.045122, 0.045122, 0.045122, 0.057396, 0.073009, 0.057396, 0.045122, 0.045122, 0.045122, 0.045122, 0.045122, 0.045122, 0.045122, 0.045122]
Range_scores: [1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.272020, 2.058171, 2.058171, 1.272020, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.042265, 0.042265, 0.042265, 0.042265, 0.042265, 0.042265, 0.042265, 0.042265, 0.042265, 0.042265, 0.053762, 0.086988, 0.086988, 0.053762, 0.042265, 0.042265, 0.042265, 0.042265, 0.042265, 0.042265, 0.042265]
Range_scores: [1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.272020, 1.618034, 1.272020, 1.000000, 1.000000, 1.272020, 2.058171, 2.058171, 1.272020, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.040286, 0.040286, 0.040286, 0.040286, 0.040286, 0.051245, 0.065184, 0.051245, 0.040286, 0.040286, 0.051245, 0.082916, 0.082916, 0.051245, 0.040286, 0.040286, 0.040286, 0.040286, 0.040286, 0.040286, 0.040286]
Range_scores: [1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.272020, 1.618034, 1.272020, 1.000000, 1.000000, 1.272020, 2.618034, 3.330191, 1.618034, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.037037, 0.037037, 0.037037, 0.037037, 0.037037, 0.047111, 0.059926, 0.047111, 0.037037, 0.037037, 0.047111, 0.096963, 0.123339, 0.059926, 0.037037, 0.037037, 0.037037, 0.037037, 0.037037, 0.037037, 0.037037]
Range_scores: [1.000000, 1.000000, 1.272020, 1.618034, 1.272020, 1.272020, 1.618034, 1.272020, 1.000000, 1.000000, 1.272020, 2.618034, 3.330191, 1.618034, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.035508, 0.035508, 0.045167, 0.057454, 0.045167, 0.045167, 0.057454, 0.045167, 0.035508, 0.035508, 0.045167, 0.092962, 0.118249, 0.057454, 0.035508, 0.035508, 0.035508, 0.035508, 0.035508, 0.035508, 0.035508]
Range_scores: [0.999038, 1.000000, 1.272020, 1.618034, 1.272020, 1.272020, 1.618034, 1.272020, 1.000000, 1.000000, 1.272020, 2.618034, 3.330191, 1.618034, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.035475, 0.035510, 0.045169, 0.057456, 0.045169, 0.045169, 0.057456, 0.045169, 0.035510, 0.035510, 0.045169, 0.092965, 0.118253, 0.057456, 0.035510, 0.035510, 0.035510, 0.035510, 0.035510, 0.035510, 0.035510]
Range_scores: [0.999038, 1.000000, 1.272020, 1.618034, 1.272020, 1.272020, 2.058171, 2.058171, 1.272020, 1.000000, 1.272020, 2.618034, 3.330191, 1.618034, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.033683, 0.033716, 0.042887, 0.054553, 0.042887, 0.042887, 0.069393, 0.069393, 0.042887, 0.033716, 0.042887, 0.088269, 0.112280, 0.054553, 0.033716, 0.033716, 0.033716, 0.033716, 0.033716, 0.033716, 0.033716]
Range_scores: [0.999038, 1.000000, 1.272020, 1.618034, 1.272020, 1.618034, 3.330191, 2.618034, 1.272020, 1.000000, 1.272020, 2.618034, 3.330191, 1.618034, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.031379, 0.031409, 0.039953, 0.050821, 0.039953, 0.050821, 0.104599, 0.082231, 0.039953, 0.031409, 0.039953, 0.082231, 0.104599, 0.050821, 0.031409, 0.031409, 0.031409, 0.031409, 0.031409, 0.031409, 0.031409]
Range_scores: [0.999038, 1.000000, 1.272020, 1.618034, 1.272020, 1.618034, 3.330191, 2.618034, 1.272020, 1.000000, 1.272020, 3.330191, 5.388362, 2.058171, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.028505, 0.028532, 0.036294, 0.046166, 0.036294, 0.046166, 0.095018, 0.074698, 0.036294, 0.028532, 0.036294, 0.095018, 0.153742, 0.058724, 0.028532, 0.028532, 0.028532, 0.028532, 0.028532, 0.028532, 0.028532]
Range_scores: [0.998077, 1.000000, 1.272020, 1.618034, 1.272020, 1.618034, 3.330191, 2.618034, 1.272020, 1.000000, 1.272020, 3.330191, 5.388362, 2.058171, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.028478, 0.028533, 0.036295, 0.046167, 0.036295, 0.046167, 0.095020, 0.074700, 0.036295, 0.028533, 0.036295, 0.095020, 0.153746, 0.058726, 0.028533, 0.028533, 0.028533, 0.028533, 0.028533, 0.028533, 0.028533]
Range_scores: [0.998077, 1.000000, 1.272020, 1.618034, 1.272020, 1.618034, 4.236068, 4.236068, 1.618034, 1.000000, 1.272020, 3.330191, 5.388362, 2.058171, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.026323, 0.026373, 0.033547, 0.042673, 0.033547, 0.042673, 0.111719, 0.111719, 0.042673, 0.026373, 0.033547, 0.087828, 0.142109, 0.054281, 0.026373, 0.026373, 0.026373, 0.026373, 0.026373, 0.026373, 0.026373]
Range_scores: [0.998077, 1.000000, 1.272020, 1.618034, 1.272020, 1.618034, 4.236068, 4.236068, 1.618034, 1.000000, 1.272020, 3.330191, 5.388362, 2.057181, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.026323, 0.026374, 0.033548, 0.042674, 0.033548, 0.042674, 0.111722, 0.111722, 0.042674, 0.026374, 0.033548, 0.087831, 0.142113, 0.054256, 0.026374, 0.026374, 0.026374, 0.026374, 0.026374, 0.026374, 0.026374]
Range_scores: [0.998077, 1.000000, 1.272020, 1.618034, 1.272020, 2.058171, 6.854102, 5.388362, 1.618034, 1.000000, 1.272020, 3.330191, 5.388362, 2.057181, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000]
Miss_counts: [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 0, 0, 0, 0]
Range_probabilities: [0.023692, 0.023738, 0.030195, 0.038409, 0.030195, 0.048857, 0.162703, 0.127909, 0.038409, 0.023738, 0.030195, 0.079052, 0.127909, 0.048833, 0.023738, 0.023738, 0.023738, 0.023738, 0.023738, 0.023738, 0.023738]
Range_scores: [0.998077, 1.000000, 1.272020, 1.618034, 1.272020, 2.058171, 6.854102, 5.388362, 1.618034, 1.000000, 1.272020, 3.330191, 5.388362, 2.057181, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000]
Miss_counts: [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 0, 0, 500, 0]
Range_probabilities: [0.023693, 0.023739, 0.030196, 0.038410, 0.030196, 0.048858, 0.162706, 0.127912, 0.038410, 0.023739, 0.030196, 0.079054, 0.127912, 0.048834, 0.023739, 0.023739, 0.023739, 0.023739, 0.023739, 0.023716, 0.023739]
Range_scores: [0.998077, 1.000000, 1.272020, 1.618034, 1.272020, 2.058171, 6.854102, 5.388362, 1.618034, 1.000000, 1.272020, 3.330191, 5.388362, 2.057181, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.999038, 1.000000]
Miss_counts: [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 500, 0, 500, 0]
Range_probabilities: [0.023693, 0.023739, 0.030197, 0.038411, 0.030197, 0.048859, 0.162710, 0.127915, 0.038411, 0.023739, 0.030197, 0.079056, 0.127915, 0.048836, 0.023739, 0.023739, 0.023739, 0.023716, 0.023739, 0.023716, 0.023739]
Range_scores: [0.998077, 1.000000, 1.270796, 1.618034, 1.272020, 2.058171, 6.854102, 5.388362, 1.618034, 1.000000, 1.272020, 3.330191, 5.388362, 2.057181, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.999038, 1.000000]
Miss_counts: [1000, 0, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 500, 0, 500, 0]
Range_probabilities: [0.023694, 0.023740, 0.030168, 0.038412, 0.030197, 0.048860, 0.162715, 0.127918, 0.038412, 0.023740, 0.030197, 0.079058, 0.127918, 0.048837, 0.023740, 0.023740, 0.023740, 0.023717, 0.023740, 0.023717, 0.023740]
Range_scores: [0.998077, 1.000000, 1.270796, 1.618034, 1.272020, 2.058171, 6.854102, 5.388362, 1.618034, 1.000000, 1.272020, 3.330191, 5.383178, 2.057181, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.999038, 1.000000]
Miss_counts: [1000, 0, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 500, 500, 0, 0, 0, 500, 0, 500, 0]
Range_probabilities: [0.023697, 0.023743, 0.030172, 0.038416, 0.030201, 0.048867, 0.162735, 0.127934, 0.038416, 0.023743, 0.030201, 0.079068, 0.127811, 0.048843, 0.023743, 0.023743, 0.023743, 0.023720, 0.023743, 0.023720, 0.023743]
Range_scores: [0.998077, 1.000000, 1.270796, 1.618034, 1.272020, 2.058171, 6.854102, 5.388362, 1.618034, 1.000000, 1.272020, 3.330191, 5.378000, 2.057181, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.999038, 1.000000]
Miss_counts: [1000, 0, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1000, 500, 0, 0, 0, 500, 0, 500, 0]
Range_probabilities: [0.023700, 0.023746, 0.030176, 0.038421, 0.030205, 0.048873, 0.162755, 0.127950, 0.038421, 0.023746, 0.030205, 0.079077, 0.127704, 0.048849, 0.023746, 0.023746, 0.023746, 0.023723, 0.023746, 0.023723, 0.023746]
Range_scores: [0.998077, 1.000000, 1.270796, 1.618034, 1.272020, 2.058171, 6.854102, 5.388362, 1.618034, 1.000000, 1.272020, 3.330191, 5.378000, 2.057181, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.998077, 1.000000]
Miss_counts: [1000, 0, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1000, 500, 0, 0, 0, 500, 0, 1000, 0]
Range_probabilities: [0.023700, 0.023746, 0.030177, 0.038422, 0.030206, 0.048874, 0.162758, 0.127953, 0.038422, 0.023746, 0.030206, 0.079079, 0.127707, 0.048850, 0.023746, 0.023746, 0.023746, 0.023723, 0.023746, 0.023700, 0.023746]
Range_scores: [0.998077, 1.000000, 1.270796, 1.618034, 1.272020, 2.618034, 11.090170, 6.854102, 1.618034, 1.000000, 1.272020, 3.330191, 5.378000, 2.057181, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.998077, 1.000000]
Miss_counts: [1000, 0, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1000, 500, 0, 0, 0, 500, 0, 1000, 0]
Range_probabilities: [0.020633, 0.020672, 0.026270, 0.033449, 0.026296, 0.054121, 0.229260, 0.141690, 0.033449, 0.020672, 0.026296, 0.068843, 0.111176, 0.042527, 0.020672, 0.020672, 0.020672, 0.020652, 0.020672, 0.020633, 0.020672]
Range_scores: [0.998077, 1.000000, 1.270796, 1.618034, 1.272020, 2.618034, 11.090170, 6.854102, 1.618034, 1.000000, 1.272020, 3.330191, 5.378000, 2.057181, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1000, 0, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1000, 500, 0, 0, 0, 500, 0, 1000, 500]
Range_probabilities: [0.020633, 0.020673, 0.026271, 0.033449, 0.026296, 0.054122, 0.229265, 0.141693, 0.033449, 0.020673, 0.026296, 0.068844, 0.111178, 0.042528, 0.020673, 0.020673, 0.020673, 0.020653, 0.020673, 0.020633, 0.020653]
Range_scores: [0.998077, 1.000000, 1.270796, 1.618034, 1.272020, 2.618034, 11.090170, 6.854102, 1.618034, 1.000000, 1.618034, 5.388362, 6.840922, 2.057181, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1000, 0, 500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1000, 500, 0, 0, 0, 500, 0, 1000, 500]
Range_probabilities: [0.019106, 0.019142, 0.024326, 0.030973, 0.024350, 0.050116, 0.212293, 0.131204, 0.030973, 0.019142, 0.030973, 0.103146, 0.130952, 0.039379, 0.019142, 0.019142, 0.019142, 0.019124, 0.019142, 0.019106, 0.019124]
Range_scores: [0.998077, 1.000000, 1.270796, 1.618034, 1.271408, 2.618034, 11.090170, 6.854102, 1.618034, 1.000000, 1.618034, 5.388362, 6.840922, 2.057181, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1000, 0, 500, 0, 500, 0, 0, 0, 0, 0, 0, 0, 1000, 500, 0, 0, 0, 500, 0, 1000, 500]
Range_probabilities: [0.019106, 0.019143, 0.024326, 0.030973, 0.024338, 0.050116, 0.212296, 0.131206, 0.030973, 0.019143, 0.030973, 0.103148, 0.130954, 0.039380, 0.019143, 0.019143, 0.019143, 0.019124, 0.019143, 0.019106, 0.019124]
Range_scores: [0.998077, 1.000000, 1.270796, 1.618034, 1.271408, 2.618034, 11.084835, 6.854102, 1.618034, 1.000000, 1.618034, 5.388362, 6.840922, 2.057181, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1000, 0, 500, 0, 500, 0, 500, 0, 0, 0, 0, 0, 1000, 500, 0, 0, 0, 500, 0, 1000, 500]
Range_probabilities: [0.019108, 0.019145, 0.024329, 0.030977, 0.024341, 0.050121, 0.212215, 0.131219, 0.030977, 0.019145, 0.030977, 0.103158, 0.130967, 0.039384, 0.019145, 0.019145, 0.019145, 0.019126, 0.019145, 0.019108, 0.019126]
Range_scores: [0.998077, 1.000000, 1.270796, 1.618034, 1.271408, 2.618034, 11.084835, 6.854102, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.616774, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1000, 0, 500, 0, 500, 0, 500, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 500, 0, 1000, 500]
Range_probabilities: [0.017065, 0.017098, 0.021728, 0.027665, 0.021738, 0.044762, 0.189526, 0.117190, 0.027665, 0.017098, 0.027665, 0.117190, 0.189252, 0.044741, 0.017098, 0.017098, 0.017098, 0.017081, 0.017098, 0.017065, 0.017081]
Range_scores: [0.998077, 1.000000, 1.270796, 1.618034, 1.271408, 3.330191, 17.935639, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.616774, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1000, 0, 500, 0, 500, 0, 0, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 500, 0, 1000, 500]
Range_probabilities: [0.014696, 0.014724, 0.018712, 0.023825, 0.018721, 0.049035, 0.264091, 0.128375, 0.023825, 0.014724, 0.023825, 0.100922, 0.162982, 0.038530, 0.014724, 0.014724, 0.014724, 0.014710, 0.014724, 0.014696, 0.014710]
Range_scores: [0.998077, 1.000000, 1.270796, 1.618034, 1.271408, 3.330191, 17.918386, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.616774, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1000, 0, 500, 0, 500, 0, 500, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 500, 0, 1000, 500]
Range_probabilities: [0.014700, 0.014728, 0.018716, 0.023831, 0.018725, 0.049047, 0.263904, 0.128408, 0.023831, 0.014728, 0.023831, 0.100948, 0.163023, 0.038540, 0.014728, 0.014728, 0.014728, 0.014714, 0.014728, 0.014700, 0.014714]
Range_scores: [0.997117, 1.000000, 1.270796, 1.618034, 1.271408, 3.330191, 17.918386, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.616774, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1500, 0, 500, 0, 500, 0, 500, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 500, 0, 1000, 500]
Range_probabilities: [0.014686, 0.014728, 0.018717, 0.023831, 0.018726, 0.049048, 0.263908, 0.128410, 0.023831, 0.014728, 0.023831, 0.100949, 0.163025, 0.038541, 0.014728, 0.014728, 0.014728, 0.014714, 0.014728, 0.014700, 0.014714]
Range_scores: [0.997117, 1.000000, 1.270796, 1.618034, 1.271408, 3.326987, 17.918386, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.616774, 1.000000, 1.000000, 1.000000, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1500, 0, 500, 0, 500, 500, 500, 0, 0, 0, 0, 0, 0, 500, 0, 0, 0, 500, 0, 1000, 500]
Range_probabilities: [0.014687, 0.014729, 0.018718, 0.023832, 0.018727, 0.049003, 0.263920, 0.128416, 0.023832, 0.014729, 0.023832, 0.100954, 0.163033, 0.038542, 0.014729, 0.014729, 0.014729, 0.014715, 0.014729, 0.014701, 0.014715]
Range_scores: [0.997117, 1.000000, 1.270796, 1.618034, 1.271408, 3.326987, 17.918386, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.616774, 1.000000, 1.000000, 0.999038, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1500, 0, 500, 0, 500, 500, 500, 0, 0, 0, 0, 0, 0, 500, 0, 0, 500, 500, 0, 1000, 500]
Range_probabilities: [0.014687, 0.014729, 0.018718, 0.023832, 0.018727, 0.049004, 0.263924, 0.128417, 0.023832, 0.014729, 0.023832, 0.100956, 0.163035, 0.038543, 0.014729, 0.014729, 0.014715, 0.014715, 0.014729, 0.014701, 0.014715]
Range_scores: [0.997117, 1.000000, 1.269574, 1.618034, 1.271408, 3.326987, 17.918386, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.616774, 1.000000, 1.000000, 0.999038, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1500, 0, 1000, 0, 500, 500, 500, 0, 0, 0, 0, 0, 0, 500, 0, 0, 500, 500, 0, 1000, 500]
Range_probabilities: [0.014687, 0.014729, 0.018700, 0.023833, 0.018727, 0.049005, 0.263929, 0.128420, 0.023833, 0.014729, 0.023833, 0.100957, 0.163038, 0.038544, 0.014729, 0.014729, 0.014715, 0.014715, 0.014729, 0.014701, 0.014715]
Range_scores: [0.997117, 1.000000, 1.269574, 1.616478, 1.271408, 3.326987, 17.918386, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.616774, 1.000000, 1.000000, 0.999038, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1500, 0, 1000, 500, 500, 500, 500, 0, 0, 0, 0, 0, 0, 500, 0, 0, 500, 500, 0, 1000, 500]
Range_probabilities: [0.014687, 0.014730, 0.018701, 0.023810, 0.018728, 0.049006, 0.263935, 0.128423, 0.023833, 0.014730, 0.023833, 0.100960, 0.163042, 0.038545, 0.014730, 0.014730, 0.014716, 0.014716, 0.014730, 0.014701, 0.014716]
Range_scores: [0.997117, 1.000000, 1.269574, 1.616478, 1.271408, 3.326987, 17.918386, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.614257, 1.000000, 1.000000, 0.999038, 0.999038, 1.000000, 0.998077, 0.999038]
Miss_counts: [1500, 0, 1000, 500, 500, 500, 500, 0, 0, 0, 0, 0, 0, 1000, 0, 0, 500, 500, 0, 1000, 500]
Range_probabilities: [0.014688, 0.014730, 0.018701, 0.023811, 0.018728, 0.049008, 0.263944, 0.128427, 0.023834, 0.014730, 0.023834, 0.100963, 0.163048, 0.038509, 0.014730, 0.014730, 0.014716, 0.014716, 0.014730, 0.014702, 0.014716]
Range_scores: [0.997117, 1.000000, 1.269574, 1.616478, 1.271408, 3.326987, 17.918386, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.614257, 1.000000, 1.000000, 0.999038, 0.999038, 1.000000, 0.998077, 0.998077]
Miss_counts: [1500, 0, 1000, 500, 500, 500, 500, 0, 0, 0, 0, 0, 0, 1000, 0, 0, 500, 500, 0, 1000, 1000]
Range_probabilities: [0.014688, 0.014731, 0.018702, 0.023812, 0.018729, 0.049008, 0.263948, 0.128429, 0.023835, 0.014731, 0.023835, 0.100965, 0.163050, 0.038510, 0.014731, 0.014731, 0.014716, 0.014716, 0.014731, 0.014702, 0.014702]
Range_scores: [0.997117, 1.000000, 1.269574, 1.616478, 1.271408, 3.326987, 17.901149, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.614257, 1.000000, 1.000000, 0.999038, 0.999038, 1.000000, 0.998077, 0.998077]
Miss_counts: [1500, 0, 1000, 500, 500, 500, 1000, 0, 0, 0, 0, 0, 0, 1000, 0, 0, 500, 500, 0, 1000, 1000]
Range_probabilities: [0.014692, 0.014734, 0.018706, 0.023818, 0.018733, 0.049021, 0.263761, 0.128462, 0.023841, 0.014734, 0.023841, 0.100991, 0.163092, 0.038519, 0.014734, 0.014734, 0.014720, 0.014720, 0.014734, 0.014706, 0.014706]
Range_scores: [0.997117, 1.000000, 1.269574, 1.616478, 1.271408, 3.326987, 17.883929, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.614257, 1.000000, 1.000000, 0.999038, 0.999038, 1.000000, 0.998077, 0.998077]
Miss_counts: [1500, 0, 1000, 500, 500, 500, 1500, 0, 0, 0, 0, 0, 0, 1000, 0, 0, 500, 500, 0, 1000, 1000]
Range_probabilities: [0.014696, 0.014738, 0.018711, 0.023824, 0.018738, 0.049033, 0.263574, 0.128495, 0.023847, 0.014738, 0.023847, 0.101016, 0.163133, 0.038529, 0.014738, 0.014738, 0.014724, 0.014724, 0.014738, 0.014710, 0.014710]
Range_scores: [0.997117, 1.000000, 1.269574, 1.616478, 1.271408, 3.326987, 17.866725, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.614257, 1.000000, 1.000000, 0.999038, 0.999038, 1.000000, 0.998077, 0.998077]
Miss_counts: [1500, 0, 1000, 500, 500, 500, 2000, 0, 0, 0, 0, 0, 0, 1000, 0, 0, 500, 500, 0, 1000, 1000]
Range_probabilities: [0.014699, 0.014742, 0.018716, 0.023830, 0.018743, 0.049046, 0.263388, 0.128527, 0.023853, 0.014742, 0.023853, 0.101042, 0.163175, 0.038539, 0.014742, 0.014742, 0.014728, 0.014728, 0.014742, 0.014713, 0.014713]
Range_scores: [0.997117, 1.000000, 1.269574, 1.616478, 1.271408, 3.326987, 17.849538, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.068844, 2.614257, 1.000000, 1.000000, 0.999038, 0.999038, 1.000000, 0.998077, 0.998077]
Miss_counts: [1500, 0, 1000, 500, 500, 500, 2500, 0, 0, 0, 0, 0, 0, 1000, 0, 0, 500, 500, 0, 1000, 1000]
Range_probabilities: [0.014703, 0.014746, 0.018721, 0.023836, 0.018748, 0.049058, 0.263201, 0.128560, 0.023859, 0.014746, 0.023859, 0.101067, 0.163216, 0.038549, 0.014746, 0.014746, 0.014731, 0.014731, 0.014746, 0.014717, 0.014717]
Range_scores: [0.997117, 1.000000, 1.269574, 1.616478, 1.271408, 3.326987, 17.849538, 8.718552, 1.618034, 1.000000, 1.618034, 6.854102, 11.058196, 2.614257, 1.000000, 1.000000, 0.999038, 0.999038, 1.000000, 0.998077, 0.998077]
Miss_counts: [1500, 0, 1000, 500, 500, 500, 2500, 0, 0, 0, 0, 0, 500, 1000, 0, 0, 500, 500, 0, 1000, 1000]
Range_probabilities: [0.014705, 0.014748, 0.018723, 0.023840, 0.018751, 0.049066, 0.263242, 0.128580, 0.023863, 0.014748, 0.023863, 0.101083, 0.163085, 0.038555, 0.014748, 0.014748, 0.014734, 0.014734, 0.014748, 0.014719, 0.014719]
