Ranges: [0.000049-0.000079, 0.000079-0.000128, 0.000128-0.000207, 0.000207-0.000334, 0.000334-0.000541, 0.000541-0.000875, 0.000875-0.001416, 0.001416-0.002291, 0.002291-0.003707, 0.003707-0.005998, 0.005998-0.009706, 0.009706-0.015704, 0.015704-0.025410, 0.025410-0.041114, 0.041114-0.066524, 0.066524-0.107638, 0.107638-0.174161, 0.174161-0.281799, 0.281799-0.455960, 0.455960-0.737758, 0.737758-0.999951]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 6500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000017, 0.000093, 0.000058, 0.000014, 0.000007, 0.000022, 0.022906, 0.975483, 0.001330, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 184976.048290, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 7000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000017, 0.000093, 0.000058, 0.000014, 0.000007, 0.000022, 0.022917, 0.975472, 0.001330, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 184798.108607, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 7500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000093, 0.000058, 0.000014, 0.000007, 0.000022, 0.022938, 0.975449, 0.001332, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 184620.340095, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 8000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000093, 0.000058, 0.000014, 0.000007, 0.000022, 0.022960, 0.975426, 0.001333, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 184442.742589, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 8500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000093, 0.000058, 0.000014, 0.000007, 0.000022, 0.022982, 0.975403, 0.001334, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 184265.315925, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 9000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000093, 0.000058, 0.000014, 0.000007, 0.000022, 0.023003, 0.975380, 0.001335, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 184176.666607, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 9500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000093, 0.000058, 0.000014, 0.000007, 0.000022, 0.023014, 0.975368, 0.001336, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 183999.495898, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 10000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000022, 0.023036, 0.975345, 0.001337, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 183822.495620, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 10500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000022, 0.023057, 0.975322, 0.001339, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 183645.665609, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 11000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000022, 0.023079, 0.975299, 0.001340, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 183469.005701, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 11500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000022, 0.023101, 0.975275, 0.001341, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 183292.515734, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 12000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000022, 0.023122, 0.975252, 0.001342, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 183116.195543, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 12500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000022, 0.023144, 0.975229, 0.001344, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 182940.044965, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 13000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000022, 0.023166, 0.975206, 0.001345, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4345.670976, 182764.063837, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 13500, 13500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000023, 0.023187, 0.975182, 0.001346, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 182764.063837, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 13500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000023, 0.023166, 0.975204, 0.001346, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 182588.251996, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 14000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000023, 0.023187, 0.975181, 0.001347, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 182412.609279, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 14500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000023, 0.023209, 0.975158, 0.001349, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 182324.851291, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 15000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000023, 0.023220, 0.975146, 0.001349, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 182149.461955, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 15500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000094, 0.000059, 0.000014, 0.000007, 0.000023, 0.023242, 0.975123, 0.001351, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 181974.241337, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 16000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000059, 0.000014, 0.000007, 0.000023, 0.023264, 0.975099, 0.001352, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 181799.189274, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 16500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000059, 0.000014, 0.000007, 0.000023, 0.023285, 0.975076, 0.001353, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 181624.305604, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 17000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000059, 0.000014, 0.000007, 0.000023, 0.023307, 0.975052, 0.001354, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 181536.926866, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 17500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000059, 0.000014, 0.000007, 0.000023, 0.023318, 0.975041, 0.001355, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 181362.295482, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 18000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000059, 0.000014, 0.000007, 0.000023, 0.023340, 0.975017, 0.001356, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 181275.042796, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 18500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000059, 0.000014, 0.000007, 0.000023, 0.023351, 0.975006, 0.001357, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 181100.663335, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 19000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000059, 0.000014, 0.000007, 0.000023, 0.023373, 0.974982, 0.001358, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 181013.536519, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 19500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000059, 0.000014, 0.000007, 0.000023, 0.023384, 0.974970, 0.001359, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 180839.408616, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 20000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000060, 0.000014, 0.000007, 0.000023, 0.023406, 0.974947, 0.001360, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 180665.448218, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 20500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000060, 0.000014, 0.000007, 0.000023, 0.023428, 0.974923, 0.001361, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 180578.530782, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 21000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000060, 0.000014, 0.000007, 0.000023, 0.023439, 0.974912, 0.001362, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 180404.821338, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 21500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000060, 0.000014, 0.000007, 0.000023, 0.023461, 0.974888, 0.001363, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 180231.278995, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 22000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000095, 0.000060, 0.000014, 0.000007, 0.000023, 0.023483, 0.974864, 0.001365, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 180057.903594, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 22500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000096, 0.000060, 0.000014, 0.000007, 0.000023, 0.023505, 0.974841, 0.001366, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 179884.694972, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 23000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000096, 0.000060, 0.000014, 0.000007, 0.000023, 0.023527, 0.974817, 0.001367, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 179798.153154, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 23500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000096, 0.000060, 0.000014, 0.000007, 0.000023, 0.023538, 0.974805, 0.001368, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 179625.194402, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 24000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000096, 0.000060, 0.000014, 0.000007, 0.000023, 0.023560, 0.974782, 0.001369, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 179538.777429, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 24500, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
Range_probabilities: [0.000005, 0.000005, 0.000007, 0.000009, 0.000007, 0.000018, 0.000096, 0.000060, 0.000014, 0.000007, 0.000023, 0.023571, 0.974770, 0.001370, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005, 0.000005]
Range_scores: [0.995199, 0.998077, 1.268352, 1.614923, 1.271408, 3.317395, 17.644578, 11.036931, 2.613000, 1.270796, 4.219792, 4341.490611, 179366.068186, 252.287045, 1.000000, 1.000000, 0.998077, 0.996158, 1.000000, 0.998077, 0.997117]
Miss_counts: [2500, 1000, 1500, 1000, 500, 2000, 9500, 2500, 1000, 500, 2000, 14000, 25000, 2500, 0, 0, 1000, 2000, 0, 1000, 1500]
