Ranges: [0.000040-0.000065, 0.000065-0.000105, 0.000105-0.000171, 0.000171-0.000276, 0.000276-0.000447, 0.000447-0.000723, 0.000723-0.001169, 0.001169-0.001892, 0.001892-0.003061, 0.003061-0.004953, 0.004953-0.008014, 0.008014-0.012967, 0.012967-0.020981, 0.020981-0.033948, 0.033948-0.054929, 0.054929-0.088877, 0.088877-0.143806, 0.143806-0.232684, 0.232684-0.376490, 0.376490-0.609174, 0.609174-0.985664, 0.985664-0.999960]
Miss_counts: [1500, 2000, 1000, 1000, 2000, 3500, 2500, 2500, 1000, 2000, 1500, 1500, 1000, 1500, 2500, 2000, 2000, 1500, 2000, 2000, 2500, 500]
Range_probabilities: [0.043202, 0.043161, 0.043244, 0.043244, 0.054901, 0.069634, 0.054849, 0.043119, 0.043244, 0.043161, 0.043202, 0.043202, 0.043244, 0.043223, 0.043119, 0.043161, 0.043161, 0.043202, 0.043161, 0.043161, 0.043119, 0.043286]
Range_scores: [0.997117, 0.996158, 0.998077, 0.998077, 1.267132, 1.607170, 1.265913, 0.995199, 0.998077, 0.996158, 0.997117, 0.997117, 0.998077, 0.997597, 0.995199, 0.995199, 0.996158, 0.997117, 0.996158, 0.996158, 0.995199, 0.999038]
Miss_counts: [1500, 2000, 1000, 1000, 2000, 3500, 2500, 2500, 1000, 2000, 1500, 1500, 1000, 1500, 2500, 2500, 2000, 1500, 2000, 2000, 2500, 500]
Range_probabilities: [0.043204, 0.043163, 0.043246, 0.043246, 0.054904, 0.069637, 0.054851, 0.043121, 0.043246, 0.043163, 0.043204, 0.043204, 0.043246, 0.043225, 0.043121, 0.043121, 0.043163, 0.043204, 0.043163, 0.043163, 0.043121, 0.043287]
Range_scores: [0.997117, 0.996158, 0.998077, 0.998077, 1.267132, 1.607170, 1.265913, 0.995199, 0.998077, 0.995199, 0.997117, 0.997117, 0.998077, 0.997597, 0.995199, 0.995199, 0.996158, 0.997117, 0.996158, 0.996158, 0.995199, 0.999038]
Miss_counts: [1500, 2000, 1000, 1000, 2000, 3500, 2500, 2500, 1000, 2500, 1500, 1500, 1000, 1500, 2500, 2500, 2000, 1500, 2000, 2000, 2500, 500]
Range_probabilities: [0.043206, 0.043164, 0.043248, 0.043248, 0.054906, 0.069640, 0.054853, 0.043123, 0.043248, 0.043123, 0.043206, 0.043206, 0.043248, 0.043227, 0.043123, 0.043123, 0.043164, 0.043206, 0.043164, 0.043164, 0.043123, 0.043289]
Range_scores: [0.997117, 0.996158, 0.997117, 0.998077, 1.267132, 1.607170, 1.265913, 0.995199, 0.998077, 0.995199, 0.997117, 0.997117, 0.998077, 0.997597, 0.995199, 0.995199, 0.996158, 0.997117, 0.996158, 0.996158, 0.995199, 0.999038]
Miss_counts: [1500, 2000, 1500, 1000, 2000, 3500, 2500, 2500, 1000, 2500, 1500, 1500, 1000, 1500, 2500, 2500, 2000, 1500, 2000, 2000, 2500, 500]
Range_probabilities: [0.043208, 0.043166, 0.043208, 0.043249, 0.054908, 0.069643, 0.054855, 0.043125, 0.043249, 0.043125, 0.043208, 0.043208, 0.043249, 0.043229, 0.043125, 0.043125, 0.043166, 0.043208, 0.043166, 0.043166, 0.043125, 0.043291]
Range_scores: [0.997117, 0.996158, 0.997117, 0.998077, 1.267132, 1.607170, 1.265913, 0.995199, 0.998077, 0.995199, 0.996158, 0.997117, 0.998077, 0.997597, 0.995199, 0.995199, 0.996158, 0.997117, 0.996158, 0.996158, 0.995199, 0.999038]
Miss_counts: [1500, 2000, 1500, 1000, 2000, 3500, 2500, 2500, 1000, 2500, 2000, 1500, 1000, 1500, 2500, 2500, 2000, 1500, 2000, 2000, 2500, 500]
Range_probabilities: [0.043210, 0.043168, 0.043210, 0.043251, 0.054910, 0.069646, 0.054858, 0.043126, 0.043251, 0.043126, 0.043168, 0.043210, 0.043251, 0.043230, 0.043126, 0.043126, 0.043168, 0.043210, 0.043168, 0.043168, 0.043126, 0.043293]
Range_scores: [0.997117, 0.996158, 0.997117, 0.998077, 1.267132, 1.605624, 1.265913, 0.995199, 0.998077, 0.995199, 0.996158, 0.997117, 0.998077, 0.997597, 0.995199, 0.995199, 0.996158, 0.997117, 0.996158, 0.996158, 0.995199, 0.999038]
Miss_counts: [1500, 2000, 1500, 1000, 2000, 4000, 2500, 2500, 1000, 2500, 2000, 1500, 1000, 1500, 2500, 2500, 2000, 1500, 2000, 2000, 2500, 500]
Range_probabilities: [0.043212, 0.043171, 0.043212, 0.043254, 0.054914, 0.069583, 0.054861, 0.043129, 0.043254, 0.043129, 0.043171, 0.043212, 0.043254, 0.043233, 0.043129, 0.043129, 0.043171, 0.043212, 0.043171, 0.043171, 0.043129, 0.043296]
Range_scores: [0.997117, 0.996158, 0.997117, 0.998077, 1.267132, 1.605624, 1.265913, 0.995199, 0.998077, 0.995199, 0.996158, 0.997117, 0.998077, 0.997597, 0.995199, 0.995199, 0.996158, 0.997117, 0.996158, 0.996158, 0.995199, 0.998077]
Miss_counts: [1500, 2000, 1500, 1000, 2000, 4000, 2500, 2500, 1000, 2500, 2000, 1500, 1000, 1500, 2500, 2500, 2000, 1500, 2000, 2000, 2500, 1000]
Range_probabilities: [0.043214, 0.043173, 0.043214, 0.043256, 0.054916, 0.069586, 0.054864, 0.043131, 0.043256, 0.043131, 0.043173, 0.043214, 0.043256, 0.043235, 0.043131, 0.043131, 0.043173, 0.043214, 0.043173, 0.043173, 0.043131, 0.043256]
Range_scores: [0.997117, 0.996158, 0.997117, 0.998077, 1.267132, 1.605624, 1.264695, 0.995199, 0.998077, 0.995199, 0.996158, 0.997117, 0.998077, 0.997597, 0.995199, 0.995199, 0.996158, 0.997117, 0.996158, 0.996158, 0.995199, 0.998077]
Miss_counts: [1500, 2000, 1500, 1000, 2000, 4000, 3000, 2500, 1000, 2500, 2000, 1500, 1000, 1500, 2500, 2500, 2000, 1500, 2000, 2000, 2500, 1000]
Range_probabilities: [0.043216, 0.043175, 0.043216, 0.043258, 0.054919, 0.069590, 0.054814, 0.043133, 0.043258, 0.043133, 0.043175, 0.043216, 0.043258, 0.043237, 0.043133, 0.043133, 0.043175, 0.043216, 0.043175, 0.043175, 0.043133, 0.043258]
Range_scores: [0.997117, 0.996158, 0.997117, 0.998077, 1.267132, 1.605624, 1.264695, 0.995199, 0.998077, 0.995199, 0.996158, 0.997117, 0.998077, 0.996637, 0.995199, 0.995199, 0.996158, 0.997117, 0.996158, 0.996158, 0.995199, 0.998077]
Miss_counts: [1500, 2000, 1500, 1000, 2000, 4000, 3000, 2500, 1000, 2500, 2000, 1500, 1000, 2000, 2500, 2500, 2000, 1500, 2000, 2000, 2500, 1000]
Range_probabilities: [0.043218, 0.043177, 0.043218, 0.043260, 0.054922, 0.069593, 0.054816, 0.043135, 0.043260, 0.043135, 0.043177, 0.043218, 0.043260, 0.043197, 0.043135, 0.043135, 0.043177, 0.043218, 0.043177, 0.043177, 0.043135, 0.043260]
Range_scores: [0.997117, 0.996158, 0.997117, 0.998077, 1.267132, 1.605624, 1.263479, 0.995199, 0.998077, 0.995199, 0.996158, 0.997117, 0.998077, 0.996637, 0.995199, 0.995199, 0.996158, 0.997117, 0.996158, 0.996158, 0.995199, 0.998077]
Miss_counts: [1500, 2000, 1500, 1000, 2000, 4000, 3500, 2500, 1000, 2500, 2000, 1500, 1000, 2000, 2500, 2500, 2000, 1500, 2000, 2000, 2500, 1000]
Range_probabilities: [0.043221, 0.043179, 0.043221, 0.043262, 0.054925, 0.069597, 0.054766, 0.043137, 0.043262, 0.043137, 0.043179, 0.043221, 0.043262, 0.043200, 0.043137, 0.043137, 0.043179, 0.043221, 0.043179, 0.043179, 0.043137, 0.043262]
Range_scores: [0.997117, 0.996158, 0.997117, 0.998077, 1.267132, 1.605624, 1.263479, 0.995199, 0.998077, 0.995199, 0.995199, 0.997117, 0.998077, 0.996637, 0.995199, 0.995199, 0.996158, 0.997117, 0.996158, 0.996158, 0.995199, 0.998077]
Miss_counts: [1500, 2000, 1500, 1000, 2000, 4000, 3500, 2500, 1000, 2500, 2500, 1500, 1000, 2000, 2500, 2500, 2000, 1500, 2000, 2000, 2500, 1000]
Range_probabilities: [0.043222, 0.043181, 0.043222, 0.043264, 0.054927, 0.069600, 0.054768, 0.043139, 0.043264, 0.043139, 0.043139, 0.043222, 0.043264, 0.043202, 0.043139, 0.043139, 0.043181, 0.043222, 0.043181, 0.043181, 0.043139, 0.043264]
Range_scores: [0.997117, 0.996158, 0.997117, 0.998077, 1.267132, 1.605624, 1.263479, 0.995199, 0.998077, 0.995199, 0.995199, 0.997117, 0.998077, 0.996637, 0.994242, 0.995199, 0.996158, 0.997117, 0.996158, 0.996158, 0.995199, 0.998077]
Miss_counts: [1500, 2000, 1500, 1000, 2000, 4000, 3500, 2500, 1000, 2500, 2500, 1500, 1000, 2000, 3000, 2500, 2000, 1500, 2000, 2000, 2500, 1000]
Range_probabilities: [0.043224, 0.043183, 0.043224, 0.043266, 0.054929, 0.069602, 0.054771, 0.043141, 0.043266, 0.043141, 0.043141, 0.043224, 0.043266, 0.043203, 0.043100, 0.043141, 0.043183, 0.043224, 0.043183, 0.043183, 0.043141, 0.043266]
Range_scores: [0.997117, 0.995199, 0.997117, 0.998077, 1.267132, 1.605624, 1.263479, 0.995199, 0.998077, 0.995199, 0.995199, 0.997117, 0.998077, 0.996637, 0.994242, 0.995199, 0.996158, 0.997117, 0.996158, 0.996158, 0.995199, 0.998077]
Miss_counts: [1500, 2500, 1500, 1000, 2000, 4000, 3500, 2500, 1000, 2500, 2500, 1500, 1000, 2000, 3000, 2500, 2000, 1500, 2000, 2000, 2500, 1000]
Range_probabilities: [0.043226, 0.043143, 0.043226, 0.043268, 0.054931, 0.069605, 0.054773, 0.043143, 0.043268, 0.043143, 0.043143, 0.043226, 0.043268, 0.043205, 0.043101, 0.043143, 0.043184, 0.043226, 0.043184, 0.043184, 0.043143, 0.043268]
Range_scores: [0.997117, 0.995199, 0.997117, 0.998077, 1.267132, 1.605624, 1.263479, 0.995199, 0.998077, 0.995199, 0.995199, 0.997117, 0.998077, 0.996637, 0.994242, 0.995199, 0.996158, 0.997117, 0.996158, 0.995199, 0.995199, 0.998077]
Miss_counts: [1500, 2500, 1500, 1000, 2000, 4000, 3500, 2500, 1000, 2500, 2500, 1500, 1000, 2000, 3000, 2500, 2000, 1500, 2000, 2500, 2500, 1000]
Range_probabilities: [0.043228, 0.043145, 0.043228, 0.043269, 0.054934, 0.069608, 0.054775, 0.043145, 0.043269, 0.043145, 0.043145, 0.043228, 0.043269, 0.043207, 0.043103, 0.043145, 0.043186, 0.043228, 0.043186, 0.043145, 0.043145, 0.043269]
Range_scores: [0.997117, 0.995199, 0.996158, 0.998077, 1.267132, 1.605624, 1.263479, 0.995199, 0.998077, 0.995199, 0.995199, 0.997117, 0.998077, 0.996637, 0.994242, 0.995199, 0.996158, 0.997117, 0.996158, 0.995199, 0.995199, 0.998077]
Miss_counts: [1500, 2500, 2000, 1000, 2000, 4000, 3500, 2500, 1000, 2500, 2500, 1500, 1000, 2000, 3000, 2500, 2000, 1500, 2000, 2500, 2500, 1000]
Range_probabilities: [0.043230, 0.043146, 0.043188, 0.043271, 0.054936, 0.069611, 0.054778, 0.043146, 0.043271, 0.043146, 0.043146, 0.043230, 0.043271, 0.043209, 0.043105, 0.043146, 0.043188, 0.043230, 0.043188, 0.043146, 0.043146, 0.043271]
Range_scores: [0.997117, 0.995199, 0.996158, 0.998077, 1.267132, 1.605624, 1.263479, 0.995199, 0.998077, 0.995199, 0.995199, 0.997117, 0.998077, 0.996637, 0.994242, 0.995199, 0.996158, 0.997117, 0.995199, 0.995199, 0.995199, 0.998077]
Miss_counts: [1500, 2500, 2000, 1000, 2000, 4000, 3500, 2500, 1000, 2500, 2500, 1500, 1000, 2000, 3000, 2500, 2000, 1500, 2500, 2500, 2500, 1000]
Range_probabilities: [0.043231, 0.043148, 0.043190, 0.043273, 0.054938, 0.069614, 0.054780, 0.043148, 0.043273, 0.043148, 0.043148, 0.043231, 0.043273, 0.043211, 0.043107, 0.043148, 0.043190, 0.043231, 0.043148, 0.043148, 0.043148, 0.043273]
Range_scores: [0.997117, 0.995199, 0.996158, 0.998077, 1.267132, 1.605624, 1.263479, 0.995199, 0.998077, 0.995199, 0.995199, 0.997117, 0.998077, 0.995678, 0.994242, 0.995199, 0.996158, 0.997117, 0.995199, 0.995199, 0.995199, 0.998077]
Miss_counts: [1500, 2500, 2000, 1000, 2000, 4000, 3500, 2500, 1000, 2500, 2500, 1500, 1000, 2500, 3000, 2500, 2000, 1500, 2500, 2500, 2500, 1000]
Range_probabilities: [0.043233, 0.043150, 0.043192, 0.043275, 0.054940, 0.069617, 0.054782, 0.043150, 0.043275, 0.043150, 0.043150, 0.043233, 0.043275, 0.043171, 0.043108, 0.043150, 0.043192, 0.043233, 0.043150, 0.043150, 0.043150, 0.043275]
Range_scores: [0.997117, 0.995199, 0.996158, 0.998077, 1.267132, 1.605624, 1.263479, 0.994242, 0.998077, 0.995199, 0.995199, 0.997117, 0.998077, 0.995678, 0.994242, 0.995199, 0.996158, 0.997117, 0.995199, 0.995199, 0.995199, 0.998077]
Miss_counts: [1500, 2500, 2000, 1000, 2000, 4000, 3500, 3000, 1000, 2500, 2500, 1500, 1000, 2500, 3000, 2500, 2000, 1500, 2500, 2500, 2500, 1000]
Range_probabilities: [0.043235, 0.043152, 0.043193, 0.043277, 0.054943, 0.069620, 0.054784, 0.043110, 0.043277, 0.043152, 0.043152, 0.043235, 0.043277, 0.043173, 0.043110, 0.043152, 0.043193, 0.043235, 0.043152, 0.043152, 0.043152, 0.043277]
Range_scores: [0.997117, 0.995199, 0.996158, 0.997117, 1.267132, 1.605624, 1.263479, 0.994242, 0.998077, 0.995199, 0.995199, 0.997117, 0.998077, 0.995678, 0.994242, 0.995199, 0.996158, 0.997117, 0.995199, 0.995199, 0.995199, 0.998077]
Miss_counts: [1500, 2500, 2000, 1500, 2000, 4000, 3500, 3000, 1000, 2500, 2500, 1500, 1000, 2500, 3000, 2500, 2000, 1500, 2500, 2500, 2500, 1000]
Range_probabilities: [0.043237, 0.043154, 0.043195, 0.043237, 0.054945, 0.069623, 0.054787, 0.043112, 0.043278, 0.043154, 0.043154, 0.043237, 0.043278, 0.043174, 0.043112, 0.043154, 0.043195, 0.043237, 0.043154, 0.043154, 0.043154, 0.043278]
Range_scores: [0.997117, 0.995199, 0.996158, 0.997117, 1.267132, 1.605624, 1.263479, 0.994242, 0.998077, 0.995199, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.995199, 0.996158, 0.997117, 0.995199, 0.995199, 0.995199, 0.998077]
Miss_counts: [1500, 2500, 2000, 1500, 2000, 4000, 3500, 3000, 1000, 2500, 2500, 1500, 1000, 3000, 3000, 2500, 2000, 1500, 2500, 2500, 2500, 1000]
Range_probabilities: [0.043239, 0.043155, 0.043197, 0.043239, 0.054947, 0.069626, 0.054789, 0.043114, 0.043280, 0.043155, 0.043155, 0.043239, 0.043280, 0.043135, 0.043114, 0.043155, 0.043197, 0.043239, 0.043155, 0.043155, 0.043155, 0.043280]
Range_scores: [0.997117, 0.995199, 0.996158, 0.997117, 1.267132, 1.605624, 1.263479, 0.994242, 0.997117, 0.995199, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.995199, 0.996158, 0.997117, 0.995199, 0.995199, 0.995199, 0.998077]
Miss_counts: [1500, 2500, 2000, 1500, 2000, 4000, 3500, 3000, 1500, 2500, 2500, 1500, 1000, 3000, 3000, 2500, 2000, 1500, 2500, 2500, 2500, 1000]
Range_probabilities: [0.043240, 0.043157, 0.043199, 0.043240, 0.054950, 0.069628, 0.054791, 0.043116, 0.043240, 0.043157, 0.043157, 0.043240, 0.043282, 0.043136, 0.043116, 0.043157, 0.043199, 0.043240, 0.043157, 0.043157, 0.043157, 0.043282]
Range_scores: [0.996158, 0.995199, 0.996158, 0.997117, 1.267132, 1.605624, 1.263479, 0.994242, 0.997117, 0.995199, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.995199, 0.996158, 0.997117, 0.995199, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 2500, 2000, 1500, 2000, 4000, 3500, 3000, 1500, 2500, 2500, 1500, 1000, 3000, 3000, 2500, 2000, 1500, 2500, 2500, 2500, 1000]
Range_probabilities: [0.043201, 0.043159, 0.043201, 0.043242, 0.054952, 0.069631, 0.054793, 0.043117, 0.043242, 0.043159, 0.043159, 0.043242, 0.043284, 0.043138, 0.043117, 0.043159, 0.043201, 0.043242, 0.043159, 0.043159, 0.043159, 0.043284]
Range_scores: [0.996158, 0.995199, 0.996158, 0.997117, 1.267132, 1.604079, 1.263479, 0.994242, 0.997117, 0.995199, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.995199, 0.996158, 0.997117, 0.995199, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 2500, 2000, 1500, 2000, 4500, 3500, 3000, 1500, 2500, 2500, 1500, 1000, 3000, 3000, 2500, 2000, 1500, 2500, 2500, 2500, 1000]
Range_probabilities: [0.043203, 0.043162, 0.043203, 0.043245, 0.054956, 0.069569, 0.054797, 0.043120, 0.043245, 0.043162, 0.043162, 0.043245, 0.043287, 0.043141, 0.043120, 0.043162, 0.043203, 0.043245, 0.043162, 0.043162, 0.043162, 0.043287]
Range_scores: [0.996158, 0.995199, 0.996158, 0.997117, 1.267132, 1.604079, 1.263479, 0.994242, 0.997117, 0.995199, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.995199, 0.995199, 0.997117, 0.995199, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 2500, 2000, 1500, 2000, 4500, 3500, 3000, 1500, 2500, 2500, 1500, 1000, 3000, 3000, 2500, 2500, 1500, 2500, 2500, 2500, 1000]
Range_probabilities: [0.043205, 0.043164, 0.043205, 0.043247, 0.054958, 0.069572, 0.054799, 0.043122, 0.043247, 0.043164, 0.043164, 0.043247, 0.043288, 0.043143, 0.043122, 0.043164, 0.043164, 0.043247, 0.043164, 0.043164, 0.043164, 0.043288]
Range_scores: [0.996158, 0.995199, 0.996158, 0.997117, 1.267132, 1.604079, 1.263479, 0.994242, 0.997117, 0.995199, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.995199, 0.995199, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 2500, 2000, 1500, 2000, 4500, 3500, 3000, 1500, 2500, 2500, 1500, 1000, 3000, 3000, 2500, 2500, 1500, 3000, 2500, 2500, 1000]
Range_probabilities: [0.043207, 0.043165, 0.043207, 0.043249, 0.054960, 0.069575, 0.054802, 0.043124, 0.043249, 0.043165, 0.043165, 0.043249, 0.043290, 0.043145, 0.043124, 0.043165, 0.043165, 0.043249, 0.043124, 0.043165, 0.043165, 0.043290]
Range_scores: [0.996158, 0.995199, 0.996158, 0.997117, 1.267132, 1.604079, 1.263479, 0.994242, 0.997117, 0.994242, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.995199, 0.995199, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 2500, 2000, 1500, 2000, 4500, 3500, 3000, 1500, 3000, 2500, 1500, 1000, 3000, 3000, 2500, 2500, 1500, 3000, 2500, 2500, 1000]
Range_probabilities: [0.043209, 0.043167, 0.043209, 0.043250, 0.054962, 0.069578, 0.054804, 0.043126, 0.043250, 0.043126, 0.043167, 0.043250, 0.043292, 0.043146, 0.043126, 0.043167, 0.043167, 0.043250, 0.043126, 0.043167, 0.043167, 0.043292]
Range_scores: [0.996158, 0.994242, 0.996158, 0.997117, 1.267132, 1.604079, 1.263479, 0.994242, 0.997117, 0.994242, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.995199, 0.995199, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 3000, 2000, 1500, 2000, 4500, 3500, 3000, 1500, 3000, 2500, 1500, 1000, 3000, 3000, 2500, 2500, 1500, 3000, 2500, 2500, 1000]
Range_probabilities: [0.043211, 0.043127, 0.043211, 0.043252, 0.054965, 0.069581, 0.054806, 0.043127, 0.043252, 0.043127, 0.043169, 0.043252, 0.043294, 0.043148, 0.043127, 0.043169, 0.043169, 0.043252, 0.043127, 0.043169, 0.043169, 0.043294]
Range_scores: [0.996158, 0.994242, 0.996158, 0.997117, 1.267132, 1.604079, 1.263479, 0.994242, 0.997117, 0.994242, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.994242, 0.995199, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 3000, 2000, 1500, 2000, 4500, 3500, 3000, 1500, 3000, 2500, 1500, 1000, 3000, 3000, 3000, 2500, 1500, 3000, 2500, 2500, 1000]
Range_probabilities: [0.043212, 0.043129, 0.043212, 0.043254, 0.054967, 0.069583, 0.054809, 0.043129, 0.043254, 0.043129, 0.043171, 0.043254, 0.043296, 0.043150, 0.043129, 0.043129, 0.043171, 0.043254, 0.043129, 0.043171, 0.043171, 0.043296]
Range_scores: [0.996158, 0.994242, 0.996158, 0.997117, 1.267132, 1.604079, 1.262263, 0.994242, 0.997117, 0.994242, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.994242, 0.995199, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 3000, 2000, 1500, 2000, 4500, 4000, 3000, 1500, 3000, 2500, 1500, 1000, 3000, 3000, 3000, 2500, 1500, 3000, 2500, 2500, 1000]
Range_probabilities: [0.043215, 0.043132, 0.043215, 0.043256, 0.054970, 0.069587, 0.054759, 0.043132, 0.043256, 0.043132, 0.043173, 0.043256, 0.043298, 0.043152, 0.043132, 0.043132, 0.043173, 0.043256, 0.043132, 0.043173, 0.043173, 0.043298]
Range_scores: [0.996158, 0.994242, 0.996158, 0.997117, 1.265913, 1.604079, 1.262263, 0.994242, 0.997117, 0.994242, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.994242, 0.995199, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 3000, 2000, 1500, 2500, 4500, 4000, 3000, 1500, 3000, 2500, 1500, 1000, 3000, 3000, 3000, 2500, 1500, 3000, 2500, 2500, 1000]
Range_probabilities: [0.043217, 0.043134, 0.043217, 0.043259, 0.054920, 0.069591, 0.054762, 0.043134, 0.043259, 0.043134, 0.043175, 0.043259, 0.043300, 0.043155, 0.043134, 0.043134, 0.043175, 0.043259, 0.043134, 0.043175, 0.043175, 0.043300]
Range_scores: [0.996158, 0.994242, 0.996158, 0.996158, 1.265913, 1.604079, 1.262263, 0.994242, 0.997117, 0.994242, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.994242, 0.995199, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 3000, 2000, 2000, 2500, 4500, 4000, 3000, 1500, 3000, 2500, 1500, 1000, 3000, 3000, 3000, 2500, 1500, 3000, 2500, 2500, 1000]
Range_probabilities: [0.043219, 0.043136, 0.043219, 0.043219, 0.054922, 0.069594, 0.054764, 0.043136, 0.043260, 0.043136, 0.043177, 0.043260, 0.043302, 0.043156, 0.043136, 0.043136, 0.043177, 0.043260, 0.043136, 0.043177, 0.043177, 0.043302]
Range_scores: [0.996158, 0.994242, 0.996158, 0.996158, 1.265913, 1.604079, 1.262263, 0.994242, 0.997117, 0.994242, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.994242, 0.994242, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 3000, 2000, 2000, 2500, 4500, 4000, 3000, 1500, 3000, 2500, 1500, 1000, 3000, 3000, 3000, 3000, 1500, 3000, 2500, 2500, 1000]
Range_probabilities: [0.043221, 0.043137, 0.043221, 0.043221, 0.054924, 0.069597, 0.054766, 0.043137, 0.043262, 0.043137, 0.043179, 0.043262, 0.043304, 0.043158, 0.043137, 0.043137, 0.043137, 0.043262, 0.043137, 0.043179, 0.043179, 0.043304]
Range_scores: [0.996158, 0.994242, 0.996158, 0.995199, 1.265913, 1.604079, 1.262263, 0.994242, 0.997117, 0.994242, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.994242, 0.994242, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 3000, 2000, 2500, 2500, 4500, 4000, 3000, 1500, 3000, 2500, 1500, 1000, 3000, 3000, 3000, 3000, 1500, 3000, 2500, 2500, 1000]
Range_probabilities: [0.043222, 0.043139, 0.043222, 0.043181, 0.054927, 0.069599, 0.054768, 0.043139, 0.043264, 0.043139, 0.043181, 0.043264, 0.043306, 0.043160, 0.043139, 0.043139, 0.043139, 0.043264, 0.043139, 0.043181, 0.043181, 0.043306]
Range_scores: [0.996158, 0.994242, 0.996158, 0.995199, 1.265913, 1.604079, 1.262263, 0.994242, 0.996158, 0.994242, 0.995199, 0.997117, 0.998077, 0.994721, 0.994242, 0.994242, 0.994242, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 3000, 2000, 2500, 2500, 4500, 4000, 3000, 2000, 3000, 2500, 1500, 1000, 3000, 3000, 3000, 3000, 1500, 3000, 2500, 2500, 1000]
Range_probabilities: [0.043224, 0.043141, 0.043224, 0.043183, 0.054929, 0.069602, 0.054771, 0.043141, 0.043224, 0.043141, 0.043183, 0.043266, 0.043307, 0.043162, 0.043141, 0.043141, 0.043141, 0.043266, 0.043141, 0.043183, 0.043183, 0.043307]
Range_scores: [0.996158, 0.994242, 0.996158, 0.995199, 1.265913, 1.604079, 1.262263, 0.994242, 0.996158, 0.994242, 0.995199, 0.997117, 0.998077, 0.994721, 0.993286, 0.994242, 0.994242, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 3000, 2000, 2500, 2500, 4500, 4000, 3000, 2000, 3000, 2500, 1500, 1000, 3000, 3500, 3000, 3000, 1500, 3000, 2500, 2500, 1000]
Range_probabilities: [0.043226, 0.043143, 0.043226, 0.043184, 0.054931, 0.069605, 0.054773, 0.043143, 0.043226, 0.043143, 0.043184, 0.043268, 0.043309, 0.043164, 0.043101, 0.043143, 0.043143, 0.043268, 0.043143, 0.043184, 0.043184, 0.043309]
Range_scores: [0.996158, 0.994242, 0.996158, 0.995199, 1.265913, 1.604079, 1.262263, 0.994242, 0.996158, 0.994242, 0.995199, 0.996158, 0.998077, 0.994721, 0.993286, 0.994242, 0.994242, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 3000, 2000, 2500, 2500, 4500, 4000, 3000, 2000, 3000, 2500, 2000, 1000, 3000, 3500, 3000, 3000, 1500, 3000, 2500, 2500, 1000]
Range_probabilities: [0.043228, 0.043145, 0.043228, 0.043186, 0.054934, 0.069608, 0.054775, 0.043145, 0.043228, 0.043145, 0.043186, 0.043228, 0.043311, 0.043165, 0.043103, 0.043145, 0.043145, 0.043269, 0.043145, 0.043186, 0.043186, 0.043311]
Range_scores: [0.996158, 0.994242, 0.996158, 0.995199, 1.265913, 1.604079, 1.262263, 0.994242, 0.996158, 0.994242, 0.995199, 0.996158, 0.998077, 0.994721, 0.993286, 0.994242, 0.993286, 0.997117, 0.994242, 0.995199, 0.995199, 0.998077]
Miss_counts: [2000, 3000, 2000, 2500, 2500, 4500, 4000, 3000, 2000, 3000, 2500, 2000, 1000, 3000, 3500, 3000, 3500, 1500, 3000, 2500, 2500, 1000]
